date_,div,rrc_name,branch,sku_tp,sku_wh,coverage_rate
2025-06-04,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт ТЦ Каскад,18146,32800,55.32
2025-06-04,04. див. Урал,Екатеринбург Склад,Екб Героев России ТП,19986,47921,41.71
2025-06-04,04. див. Урал,Екатеринбург Склад,Нижневартовск ТД Ланкорд ТП,14401,47921,30.05
2025-06-04,04. див. Урал,Екатеринбург Склад,Сургут Склад,9861,47921,20.58
2025-06-04,04. див. Урал,Екатеринбург Склад,Сургут ТК Империя ТП,12137,47921,25.33
2025-06-04,04. див. Урал,Екатеринбург Склад,Сургут ТП,15741,47921,32.85
2025-06-04,04. див. Урал,Екатеринбург Склад,Тюмень ТЦ Заречный двор ТП,17660,47921,36.85
2025-06-04,04. див. Урал,Екатеринбург Склад,Тюмень на Победы ТП,19406,47921,40.5
2025-06-04,04. див. Урал,Пермь Склад,Пермь Космонавтов ТП,8510,37692,22.58
2025-06-04,04. див. Урал,Пермь Склад,Пермь ТК Чкаловский ТП,16152,37692,42.85
2025-06-04,04. див. Урал,Пермь Склад,Пермь ТЦ Лайнер ТП,15715,37692,41.69
2025-06-04,04. див. Урал,Челябинск Склад,Магнитогорск ТП,8107,41953,19.32
2025-06-04,04. див. Урал,Челябинск Склад,ЧБ SPAR на Комсомольском ТП,15335,41953,36.55
2025-06-04,04. див. Урал,Челябинск Склад,ЧБ МОПРа ТП,18365,41953,43.78
2025-06-04,05. див. Юг,Краснодар Склад,Анапа на Таманской ТП,9671,48921,19.77
2025-06-04,05. див. Юг,Краснодар Склад,Владикавказ Весенняя ТП,15497,48921,31.68
2025-06-04,05. див. Юг,Краснодар Склад,Геленджик Кирова ТП,3451,48921,7.05
2025-06-04,05. див. Юг,Краснодар Склад,Гудермес Мега Сити ТП,8647,48921,17.68
2025-06-04,05. див. Юг,Краснодар Склад,Новомихайловский ТП ПВЗ Мира,4024,48921,8.23
2025-06-04,05. див. Юг,Краснодар Склад,Новороссийск Магазин-склад ДНС,15404,48921,31.49
2025-06-04,05. див. Юг,Краснодар Склад,Сочи Весёлое ТК Александровский ТП,6563,48921,13.42
2025-06-04,05. див. Юг,Краснодар Склад,Сочи Магазин-склад ДНС,19224,48921,39.3
2025-06-04,05. див. Юг,Ростов склад,Армавир Луначарского ТП,10844,48460,22.38
2025-06-04,05. див. Юг,Ростов склад,Волгодонск ТП ПВЗ Старый город,6999,48460,14.44
2025-06-04,05. див. Юг,Ростов склад,Донецк ТП М.Горького 31,9825,48460,20.27
2025-06-04,05. див. Юг,Ростов склад,Ейск ТП ПВЗ Мичурина 19,6922,48460,14.28
2025-06-04,05. див. Юг,Ростов склад,Матвеев Курган ПВЗ на Московской,9017,48460,18.61
2025-06-04,05. див. Юг,Ростов склад,Ростов Обсерваторная,9650,48460,19.91
2025-06-04,05. див. Юг,Ростов склад,Ростов Портовая 386 ТП,6874,48460,14.18
2025-06-04,05. див. Юг,Ростов склад,Ростов Ромашка ТП,3107,48460,6.41
2025-06-04,05. див. Юг,Ростов склад,Ростов ТП 50-летия Ростсельмаша,20834,48460,42.99
2025-06-04,05. див. Юг,Ростов склад,Ростов ТРЦ Орбита ТП,7702,48460,15.89
2025-06-04,05. див. Юг,Ростов склад,Ростов ТРЦ РИО ТП,6644,48460,13.71
2025-06-04,05. див. Юг,Ростов склад,Севастополь Ковпака ТП,16049,48460,33.12
2025-06-04,05. див. Юг,Ростов склад,Симферополь ТРЦ ФМ ТП,19196,48460,39.61
2025-06-04,05. див. Юг,Ростов склад,Симферополь ТЦ Виалаки ТП,9356,48460,19.31
2025-06-04,05. див. Юг,Ростов склад,Ставрополь Бруснева ТП,17105,48460,35.3
2025-06-04,05. див. Юг,Ростов склад,Таганрог ТП на Бульварной,12203,48460,25.18
2025-06-04,05. див. Юг,Ростов склад,Ялта Дарсановский ТП,10812,48460,22.31
2025-06-04,06. див. Средняя Волга,Самара Склад,Оренбург 70 лет ВЛКСМ ТП,13422,42858,31.32
2025-06-04,06. див. Средняя Волга,Самара Склад,Пенза ТЦ Лента ТП,13116,42858,30.6
2025-06-04,06. див. Средняя Волга,Самара Склад,Самара Магазин склад 5 просека,3353,42858,7.82
2025-06-04,06. див. Средняя Волга,Самара Склад,Самара Магазин склад на Лукачева,2942,42858,6.86
2025-06-04,06. див. Средняя Волга,Самара Склад,Самара ТЦ Империя ТП,16604,42858,38.74
2025-06-04,06. див. Средняя Волга,Уфа Склад,Уфа Технопоинт ТЦ ДомПроДом,23830,39623,60.14
2025-06-04,07. див. Верхняя Волга,Казань Склад,Йошкар-Ола Технопоинт,10224,46574,21.95
2025-06-04,07. див. Верхняя Волга,Казань Склад,Казань ТП ТЦ Порт,18729,46574,40.21
2025-06-04,07. див. Верхняя Волга,Казань Склад,Наб. Челны ТЦ Омега Технопоинт,14269,46574,30.64
2025-06-04,07. див. Верхняя Волга,Казань Склад,Нижнекамск Технопоинт,11949,46574,25.66
2025-06-04,07. див. Верхняя Волга,Казань Склад,Саранск Технопоинт,13396,46574,28.76
2025-06-04,07. див. Верхняя Волга,Казань Склад,Ульяновск ТП Пушкаревское кольцо,15231,46574,32.7
2025-06-04,07. див. Верхняя Волга,Казань Склад,Чебоксары ТП ТЦ МТВ,11504,46574,24.7
2025-06-04,07. див. Верхняя Волга,Киров Склад,Ижевск Технопоинт,16989,35359,48.05
2025-06-04,07. див. Верхняя Волга,Киров Склад,Киров ТП ПВЗ Чистые Пруды,4078,35359,11.53
2025-06-04,07. див. Верхняя Волга,Киров Склад,Сыктывкар ТЦ Аврора ТП,11702,35359,33.09
2025-06-04,07. див. Верхняя Волга,Киров Склад,Ухта ТП на Заводской,10494,35359,29.68
2025-06-04,08. див. Центральный,Пушкино Склад,"Москва ТЦ Универмаг ""Московский"" ТП",26899,44253,60.78
2025-06-04,08. див. Центральный,Пушкино Склад,Тверь Рубин 2 ТП,22961,44253,51.89
2025-06-04,08. див. Центральный,Софьино Склад,Москва ТЦ АрмадаХоум ТП,26395,41435,63.7
2025-06-04,08. див. Центральный,Софьино Склад,Подольск Технопоинт,23825,41435,57.5
2025-06-04,09. див. Черноземье,Волгоград Склад,Астрахань Торг.Склад,12927,45547,28.38
2025-06-04,09. див. Черноземье,Волгоград Склад,Волгоград Райта Технопоинт,4309,45547,9.46
2025-06-04,09. див. Черноземье,Волгоград Склад,Волжский Технопоинт,10263,45547,22.53
2025-06-04,09. див. Черноземье,Воронеж Склад,Белгород Торг. Склад,15751,46008,34.24
2025-06-04,09. див. Черноземье,Воронеж Склад,Воронеж Технопоинт,15138,46008,32.9
2025-06-04,09. див. Черноземье,Воронеж Склад,Курск Торг. Склад,14916,46008,32.42
2025-06-04,09. див. Черноземье,Воронеж Склад,Липецк Торг. Склад,14274,46008,31.03
2025-06-04,09. див. Черноземье,Воронеж Склад,Старый Оскол Торг. Склад,12375,46008,26.9
2025-06-04,09. див. Черноземье,Воронеж Склад,Тамбов Торг. Склад,14022,46008,30.48
2025-06-04,09. див. Черноземье,Тула Склад,Брянск Торг. Склад,15968,46583,34.28
2025-06-04,09. див. Черноземье,Тула Склад,Калуга Торг. Склад,15057,46583,32.32
2025-06-04,09. див. Черноземье,Тула Склад,Орёл Торг. Склад,12744,46583,27.36
2025-06-04,09. див. Черноземье,Тула Склад,Рязань Торг. Склад,14575,46583,31.29
2025-06-04,09. див. Черноземье,Тула Склад,Смоленск Торг. Склад,14409,46583,30.93
2025-06-04,10. див. Приволжский,Владимир склад (Гвоздика),Архангельск Технопоинт,17219,53017,32.48
2025-06-04,10. див. Приволжский,Владимир склад (Гвоздика),Вологда ТЦ РИО Технопоинт,21159,53017,39.91
2025-06-04,10. див. Приволжский,Владимир склад (Гвоздика),Иваново Технопоинт ТЦ Евролэнд ,19799,53017,37.34
2025-06-04,10. див. Приволжский,Владимир склад (Гвоздика),Кострома Технопоинт ТЦ Солнечный,15208,53017,28.69
